x|y|labels
-6.740582943|11.4939508438|Lachs
-4.3187909126|10.2933731079|glatte
-25.5120239258|11.6874456406|Spargel
-3.4896702766|8.7284469604|natives
5.6721925735|-2.1385967731|Beutel
26.6511306763|-13.6628484726|schwarze
-4.3526582718|10.3608102798|schwarzer
18.9840660095|-12.597902298|getrocknet
29.9074115753|-13.267493248|Äpfel
39.6497268677|-11.7961215973|und
39.4997367859|-11.8951148987|Saft
23.0456771851|-13.1947593689|BioZitrone
-38.6129379272|2.4870903492|Soße
0.5732578635|4.6736741066|geschälte
22.9269752502|-14.8409538269|Feine
27.1059303284|-12.305398941|Welt
12.4967565536|-9.3775997162|Lesvos
9.5483589172|-5.3119263649|ggA
-27.1215877533|11.0068101883|Gin
12.7032651901|-8.9899377823|cl
-19.0702648163|13.8067770004|IGP
24.0596218109|-13.2614326477|Öl
-37.6079139709|2.772632122|Avocados
-34.4788589478|5.6784009933|BalsamicoEssig
-29.4366798401|9.7933444977|Bandnudeln
-22.5954685211|13.4453105927|Elsässer
-4.7079949379|9.6076402664|Blütenhonig
5.0791134834|-0.8769811988|Burgenland
1.5246099234|4.0043983459|Tracht
-3.6618044376|9.4631586075|flüssig
-21.1241264343|13.1780614853|Honig
-28.8055076599|9.4835968018|Ciabatta
19.4974002838|-12.6261863708|Vanille
-6.2037820816|11.0686912537|Kakao
-17.0381679535|14.0612821579|Feigen
-22.537279129|13.045633316|Fenchel
27.8441238403|-13.499168396|Chili
3.1488380432|2.2350969315|Gemüsefond
0.1101041213|5.6993041039|Gemüse
2.2503061295|2.9223847389|Thunfisch
23.0153121948|-13.2839822769|Ingwer
-36.2092475891|3.8568749428|Pfifferlinge
1.6453692913|4.5732316971|Italien
-22.8939495087|13.1194467545|Bianco
1.1273789406|4.5288515091|Essig
39.5420532227|-11.8760194778|halben
0.1848117113|5.1835374832|BioOrange
-15.7883834839|14.1759576797|Schinken
26.6304168701|-13.7074584961|Stein
-30.2788295746|8.6967391968|Chiliflocken
-11.1361122131|13.2688188553|Schoten
0.4049172103|5.9610557556|Salz
-2.4664530754|8.3239297867|Sevilla
-31.3891239166|8.0226678848|Parmesan
-34.9380836487|4.6744761467|Rotwein
14.6253442764|-10.504034996|Käse
3.5335454941|1.7353414297|Rosa
34.0803718567|-12.5456266403|grüne
-20.2600040436|13.5336894989|Cashewkerne
15.8719596863|-11.0641479492|Päckchen
-11.936507225|13.5695915222|Weißer
27.6379966736|-13.5508575439|klein
-3.5011899471|9.2097673416|rosa
-33.758354187|6.0131688118|Bananen
21.8451213837|-13.311624527|Frei
-1.8341505527|7.5566039085|35%
15.1005964279|-10.8462629318|laktosefrei
7.1252541542|-3.3602354527|Mais
-9.738489151|12.8958444595|glutenfrei
-0.1771155596|5.8470740318|Vollmilchschokolade
3.7796924114|0.9530107975|laktosefreie
-6.8361606598|11.4722394943|laktosefreier
35.1934890747|-12.470864296|frisch
-35.8252868652|4.7694096565|Orangensaft
26.9603462219|-13.2450704575|Regional
-28.7715473175|10.1640224457|Cherrytomaten
18.3602561951|-12.1011171341|Kopf
-0.3408803642|6.607357502|Elstar
-16.3726196289|14.204791069|Erdbeeren
-10.9671878815|13.1927289963|Koriander
-37.164440155|3.5512976646|Kürbis
-34.1924972534|5.5198140144|Maiskolben
5.1176037788|-0.7448054552|Oregano
7.705821991|-4.0074672699|Rosmarin
13.5716524124|-9.7067842484|Zweige
-30.0813045502|8.9600429535|Rotkohl
23.4039154053|-13.4933509827|evtl
0.2819887102|6.0352549553|Boskop
-10.9311704636|13.5905809402|mildes
7.3296604156|-3.6109442711|geschält
12.8735799789|-9.3172769547|frei
34.4191322327|-12.7169857025|frischer
-10.5404520035|13.4925918579|Blätterteig
36.3599319458|-12.4580383301|ja!
4.6819114685|-0.8601984382|gehackte
-24.5259189606|12.1664628983|Gnocchi
-6.6476531029|11.2786359787|Rapsöl
-37.9997673035|2.9440529346|Schinkenwürfel
-3.8758127689|9.434627533|Blätter
-18.8956947327|13.7296667099|Wirsing
33.5417900085|-12.7361869812|große
30.2595405579|-13.2409563065|unbehandelten
-4.6011219025|9.8017778397|Sweet
35.4638328552|-13.1619234085|die
-7.824587822|12.0634479523|Bestreichen
11.0211620331|-7.5519638062|Rewe
-31.9458408356|7.4683094025|Räucherlachs
-20.4682865143|13.4115638733|Geflügelfond
-0.7283857465|6.5241398811|alternativ
36.0354270935|-12.5565404892|vom
28.0145721436|-13.8068962097|Wilhelm
32.4491424561|-12.9385604858|Brandenburg
-34.8436012268|5.4282336235|Kirschtomaten
-4.6234397888|9.4535808563|Tee
25.8572673798|-13.6096191406|Beeren
19.6659431458|-12.9020004272|Garnieren
8.0683507919|-4.6644239426|optional
-29.459733963|9.1855401993|Sekt
18.6020927429|-12.3216552734|Chilischote
2.3134570122|2.7780356407|Pfefferkörner
-18.9936256409|14.0930585861|Rum
3.6940793991|1.0375945568|geriebene
9.6107053757|-5.9934725761|35
14.3102016449|-10.1621236801|Verzieren
3.3874053955|0.9349247217|Brot
-2.5634903908|8.4873113632|Speck
-25.984621048|11.4368686676|Schinkenspeck
38.1777648926|-11.8935222626|nach
35.5848464966|-12.7212162018|Belieben
39.2519760132|-12.2400846481|für
10.6858253479|-7.3779959679|Rind
-15.0172634125|14.1199827194|Kakaoanteil
-0.9965929389|6.7042722702|zur
2.3377149105|2.744790554|Dekoration
-24.6263694763|12.1414365768|Sesam
-18.5909786224|14.0453529358|Cranberries
-4.3860602379|9.9531173706|Kerne
-11.4183654785|13.6309585571|Walnüsse
12.9493026733|-9.0570545197|fein
-4.9782075882|10.4566688538|hell
-34.8389129639|4.9744763374|Wasser
-10.6794910431|13.5708904266|vegane
4.9628534317|-0.9871358275|groß
-27.4330463409|10.5876207352|weiß
-34.0280685425|5.8573131561|Speisestärke
11.8422203064|-8.2418012619|Vortag
-12.7456941605|13.8736143112|ca
2.2841925621|2.8654785156|kleiner
-35.2344856262|4.4440422058|Sellerie
35.4071922302|-12.4235095978|kleine
-9.524148941|12.9296264648|Pulver
-15.2919502258|14.1397743225|Dill
-13.3648109436|13.7556343079|Stängel
-16.5935001373|14.4209957123|Majoran
-1.8787636757|7.7039103508|Sauce
-31.0817565918|7.9297170639|Süßkartoffeln
6.3383193016|-2.718559742|Puderzucker
14.0742645264|-10.0072021484|Zucker
-25.937297821|11.4868364334|Espresso
4.6403155327|-0.2673774064|PRO
4.759853363|-0.0948621109|PLANET
33.8669891357|-12.3241834641|Dose
-12.0678539276|13.6646051407|Tortellini
1.5894908905|3.7947449684|Zuckerperlen
-27.0083332062|10.8318758011|Pistazien
-10.455119133|13.1413135529|Kochen
-11.7986116409|13.858877182|mehr
-21.2850875854|13.8004350662|Backpulver
16.7251758575|-11.4966936111|Weintrauben
-38.308391571|2.665772438|Weißwein
4.1129927635|-0.7209487557|Form
-31.2823867798|8.0124130249|gehäuft
-29.9413356781|8.927113533|Barilla
-31.1475219727|8.3623924255|Knoblauch
-25.3140964508|11.8001728058|Einfetten
-17.5576152802|14.2888469696|das
-5.6364927292|10.9339504242|Fondant
-38.1037483215|2.5484318733|Haferflocken
-11.602478981|13.3380451202|cm
3.3453497887|1.1322826147|bunte
15.3779249191|-10.7287025452|blau
-10.3644294739|12.9584913254|bunter
-27.0521297455|11.0458202362|dicke
-0.6406897902|6.2337918282|dunkle
-16.3941326141|14.1903581619|einige
-10.0759973526|13.2777576447|entsteint
-15.2920427322|14.1192083359|Bestäuben
-17.1563472748|14.0128860474|Muskat
-19.9634304047|13.706454277|Braten
24.7356395721|-13.5026960373|gelbe
-0.9219525456|6.6669139862|geröstete
-26.3761692047|11.2661514282|Kurkuma
3.0945184231|1.552977562|ganze
6.520152092|-2.3477487564|Gr
-23.8976345062|12.4324560165|Pfirsiche
18.4443798065|-12.1217575073|gemischte
-22.3345279694|13.4488124847|Cheddar
2.9711561203|1.7200235128|Kerbel
10.49725914|-7.0723853111|frisches
9.8068790436|-6.062415123|Lachsfilet
28.5572834015|-13.3298425674|getrocknete
-7.3854522705|11.8323411942|Paprikaschoten
5.3839864731|-0.8895327449|Paprikaschote
-30.8011264801|8.2603492737|Haselnusskerne
-22.5063533783|12.808052063|gekochte
-37.2262878418|3.0116920471|Maronen
-5.9579882622|11.0212612152|Meerrettich
-2.0264055729|7.9406018257|mittelalter
27.9366073608|-13.7186765671|Datteln
-34.0410690308|5.7529406548|Banane
3.6496098042|1.2580673695|säuerliche
4.6433701515|-0.7100385427|Cox
9.1083726883|-5.9412479401|kernlose
8.8257989883|-5.3926901817|Granny
1.214222908|4.0333189964|Smith
-8.5036840439|12.4094552994|halbe
-19.7993202209|13.8354558945|helles
0.6529797912|4.9701395035|Grüne
-16.9587631226|14.227856636|15%
-3.7565348148|9.8879261017|Kapern
1.720772028|3.6226744652|Drillinge
-16.6176223755|14.0033903122|milde
-1.3257352114|6.9742746353|küchenfertige
12.3679609299|-8.6845226288|kleines
-28.6298999786|10.1230316162|Instant
-20.7421970367|13.8910427094|kurze
-23.4126377106|12.7675199509|weiche
5.2258992195|-0.3615933359|Puddingpulver
-19.4529800415|13.8787298203|lila
-38.0475540161|2.5431308746|Paprikapulver
-30.9301719666|7.9814972878|Pflanzenöl
22.6350803375|-13.3706626892|mittelgroße
7.8160486221|-4.0665817261|vorwiegend
-28.9756355286|9.9630060196|Erdnussöl
28.3325748444|-13.3197212219|sehr
22.7177333832|-13.3181695938|Handvoll
-36.9630584717|3.1768987179|ungesüßt
-2.7602379322|8.5540914536|gekocht
-38.874130249|2.44166255|Müsli
18.6125564575|-12.6056852341|BIO
